row,url,skip_reason
474,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5545&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5545&StatusType"
475,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5607&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5607&StatusType"
476,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5722&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5722&StatusType"
477,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5870&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5870&StatusType"
478,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5882&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5882&StatusType"
479,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6016&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6016&StatusType"
480,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6051&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6051&StatusType"
481,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6375&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6375&StatusType"
482,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6352&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6352&StatusType"
483,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6490&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6490&StatusType"
484,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6573&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6573&StatusType"
485,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6842&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6842&StatusType"
486,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6872&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6872&StatusType"
487,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6990&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=6990&StatusType"
488,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7079&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7079&StatusType"
489,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7099&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7099&StatusType"
490,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7206&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7206&StatusType"
491,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7243&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7243&StatusType"
492,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7279&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7279&StatusType"
493,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7335&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7335&StatusType"
494,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7559&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7559&StatusType"
495,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7566&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7566&StatusType"
496,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7792&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7792&StatusType"
497,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7880&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=7880&StatusType"
498,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=8048&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=8048&StatusType"
499,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=8055&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=8055&StatusType"
